Month Created,Date Created,Time Created,Syncing Date,Latitude,Longitude,AnswerCode,RegionName,ProjectName,UserName,FormName,SpeciesName,WardLocation,GpsDeleted,ownerID,gender,age,primary work type,presentation reason,other presentation description,BCS,coat condition,demenour,hydration status,ecto status,diarrhoea status,cheek palp status,cheek palp description,lesion status,tx given,Lesion form,comments,lameness severity,health status,health issues,discharge_definition
Jun,02/06/2017,11:50 PM,03/06/2017 19:12,8.51059528,78.11782944,E-020617235033-86-82,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,62,stallion,3y to 10y,pack,other,study,2,healthy,alert,mild,,no diarr,,,yes lesions,other(na),D-030617001955-86-145,,moderate,unhealthy,lame,
Jun,03/06/2017,12:20 AM,03/06/2017 19:12,8.51059528,78.11782944,E-030617002021-86-83,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,62,stallion,3y to 10y,pack,other,study,3,healthy,alert,normal,,no diarr,,,yes lesions,other(na),"D-030617002140-86-146,D-030617002202-86-147",,,healthy,,
Jun,03/06/2017,12:22 AM,03/06/2017 19:12,8.51059528,78.11782944,E-030617002224-86-84,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,62,stallion,3y to 10y,pack,other,study,3,healthy,alert,normal,,no diarr,,,yes lesions,other(na),D-030617002302-86-148,,,healthy,,
Jun,03/06/2017,12:23 AM,03/06/2017 19:12,8.51059528,78.11782944,E-030617002328-86-85,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,62,mare,3y to 10y,pack,other,study,3,healthy,alert,normal,,no diarr,,,yes lesions,other(na),D-030617002406-86-149,,,healthy,,
Jun,03/06/2017,12:24 AM,03/06/2017 19:12,8.51059528,78.11782944,E-030617002429-86-86,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,62,stallion,more than 10y,pack,other,study,3,healthy,alert,normal,,no diarr,,,yes lesions,other(na),D-030617002523-86-150,,,healthy,,
Jun,03/06/2017,12:25 AM,03/06/2017 19:12,8.51059528,78.11782944,E-030617002545-86-87,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,62,mare,3y to 10y,pack,other,study,3,healthy,alert,normal,,no diarr,,,yes lesions,other(na),D-030617002617-86-151,,,healthy,,
Jun,03/06/2017,12:26 AM,03/06/2017 19:12,8.51059528,78.11782944,E-030617002637-86-88,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,62,stallion,6m to 3y,pack,other,study,3,healthy,alert,normal,,no diarr,,,yes lesions,other(na),"D-030617002709-86-152,D-030617002730-86-153",,,healthy,,
Jun,03/06/2017,12:27 AM,03/06/2017 19:12,8.51059528,78.11782944,E-030617002752-86-89,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,62,mare,3y to 10y,pack,other,study,3,healthy,alert,normal,,no diarr,,,no,other(study),,,,healthy,,
Jun,03/06/2017,12:28 AM,03/06/2017 19:12,8.51059528,78.11782944,E-030617002832-86-90,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,62,mare,3y to 10y,pack,other,study,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,03/06/2017,12:29 AM,03/06/2017 19:12,8.51059528,78.11782944,E-030617002906-86-91,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,62,stallion,3y to 10y,pack,other,study,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,03/06/2017,12:30 AM,03/06/2017 19:12,8.51059528,78.11782944,E-030617003020-86-92,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,62,mare,3y to 10y,pack,other,study,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,03/06/2017,12:31 AM,03/06/2017 19:12,8.59912169,77.99519062,E-030617003134-86-93,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,63,stallion,3y to 10y,pack,worming,,3,healthy,alert,normal,,no diarr,,,no,ivermec,,,,healthy,,
Jun,03/06/2017,11:25 AM,03/06/2017 19:12,8.59911181,77.99514768,E-030617112519-86-94,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,63,stallion,3y to 10y,pack,worming,,3,healthy,alert,normal,,no diarr,,,yes lesions,ivermec,D-030617112541-86-154,,,healthy,,
Jun,03/06/2017,11:26 AM,03/06/2017 19:12,8.59910019,77.99510586,E-030617112600-86-95,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,63,stallion,3y to 10y,pack,worming,,3,healthy,alert,normal,,no diarr,,,yes lesions,ivermec,D-030617112630-86-155,,,healthy,,
Jun,03/06/2017,11:27 AM,03/06/2017 19:12,8.59908032,77.99502827,E-030617112710-86-96,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,63,stallion,6m to 3y,pack,worming,,3,healthy,alert,normal,,no diarr,,,yes lesions,ivermec,D-030617112731-86-156,,,healthy,,
Jun,03/06/2017,11:27 AM,03/06/2017 19:12,8.59903585,77.99507594,E-030617112749-86-97,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,63,stallion,6m to 3y,pack,worming,,3,healthy,alert,normal,,no diarr,,,no,ivermec,,,,healthy,,
Jun,03/06/2017,11:28 AM,03/06/2017 19:12,8.59903338,77.99507099,E-030617112821-86-98,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,63,stallion,3y to 10y,pack,worming,,3,healthy,alert,normal,,no diarr,,,no,ivermec,,,,healthy,,
Jun,03/06/2017,11:29 AM,03/06/2017 19:12,8.59895116,77.99502824,E-030617112903-86-99,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,63,stallion,3y to 10y,pack,worming,,3,healthy,alert,normal,,no diarr,,,yes lesions,ivermec,"D-030617112923-86-157,D-030617112946-86-158",,,healthy,,
Jun,03/06/2017,11:30 AM,03/06/2017 19:12,8.5989725,77.9950166,E-030617113012-86-100,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,63,stallion,3y to 10y,pack,worming,,3,healthy,alert,normal,,no diarr,,,yes lesions,ivermec,D-030617113009-86-159,,,healthy,,
Jun,03/06/2017,11:31 AM,03/06/2017 19:12,8.59887737,77.99498168,E-030617113108-86-101,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,63,stallion,more than 10y,pack,"worming,tx",,2,unhealthy,alert,normal,,no diarr,cheek abnormal,inflammed,yes lesions,"antibiotic,NSAIDs","D-030617113303-86-160,D-030617113350-86-161",,,unhealthy,"wounds,dental_dz",
Jun,03/06/2017,11:34 AM,03/06/2017 19:12,8.59878263,77.99483037,E-030617113414-86-102,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,63,stallion,3y to 10y,pack,"worming,tx",,3,healthy,alert,normal,,no diarr,,,yes lesions,NSAIDs,"D-030617113614-86-162,D-030617113651-86-163",,moderate,unhealthy,"wounds,lame",
Jun,03/06/2017,11:37 AM,03/06/2017 19:12,8.59863919,77.99486513,E-030617113725-86-103,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,63,stallion,3y to 10y,pack,worming,,3,unhealthy,alert,normal,,no diarr,,,yes lesions,ivermec,D-030617113806-86-164,,,healthy,,
Jun,03/06/2017,11:38 AM,03/06/2017 19:12,8.59866186,77.99480312,E-030617113827-86-104,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,63,stallion,3y to 10y,pack,worming,,3,unhealthy,alert,normal,,no diarr,,,no,ivermec,,,,healthy,,
Jun,03/06/2017,11:38 AM,03/06/2017 19:12,8.59864429,77.99481865,E-030617113858-86-105,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,63,stallion,6m to 3y,pack,worming,,3,healthy,alert,normal,,no diarr,,,no,ivermec,,,,healthy,,
Jun,03/06/2017,11:39 AM,03/06/2017 19:12,8.59865698,77.99477197,E-030617113949-86-106,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,63,stallion,3y to 10y,pack,worming,,3,healthy,alert,normal,,no diarr,,,no,ivermec,,,,healthy,,
Jun,03/06/2017,11:40 AM,03/06/2017 19:12,8.59866536,77.99480423,E-030617114027-86-107,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,63,stallion,3y to 10y,pack,worming,,4,healthy,alert,normal,,no diarr,,,no,ivermec,,,,healthy,,
Jun,03/06/2017,11:42 AM,03/06/2017 19:12,8.5994027,77.99493585,E-030617114217-86-108,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,63,stallion,3y to 10y,pack,worming,,3,healthy,alert,normal,,no diarr,,,no,ivermec,,,,healthy,,
Jun,03/06/2017,11:43 AM,03/06/2017 19:12,8.60016972,77.99495634,E-030617114347-86-109,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,63,stallion,3y to 10y,pack,worming,,3,healthy,alert,normal,,no diarr,,,yes lesions,ivermec,D-030617113822-86-165,,,healthy,,
Jun,03/06/2017,12:05 PM,03/06/2017 19:12,8.58918113,77.9765598,E-030617120552-86-110,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin ,No,64,stallion,3y to 10y,pack,worming,,3,healthy,alert,normal,,no diarr,,,no,ivermec,,,,healthy,,
Jun,03/06/2017,12:16 PM,03/06/2017 19:12,8.58911764,77.97655192,E-030617121641-86-111,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin ,No,64,stallion,3y to 10y,pack,worming,,3,healthy,alert,normal,,no diarr,,,no,ivermec,,,,healthy,,
Jun,03/06/2017,12:17 PM,03/06/2017 19:12,8.58893346,77.97654156,E-030617121703-86-112,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin ,No,64,stallion,3y to 10y,pack,worming,,3,healthy,alert,normal,,no diarr,,,yes lesions,ivermec,D-030617121738-86-166,,,healthy,,
Jun,03/06/2017,12:19 PM,03/06/2017 19:12,8.58889871,77.97647724,E-030617121915-86-113,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin ,No,64,stallion,3y to 10y,pack,worming,,3,healthy,alert,normal,,no diarr,,,no,ivermec,,,,healthy,,
Jun,03/06/2017,12:20 PM,03/06/2017 19:12,8.58883781,77.97644446,E-030617122008-86-114,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin ,No,64,stallion,3y to 10y,pack,worming,,3,healthy,alert,normal,,no diarr,,,no,ivermec,,,,healthy,,
Jun,03/06/2017,12:20 PM,03/06/2017 19:12,8.58883472,77.97643699,E-030617122033-86-115,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin ,No,64,stallion,3y to 10y,pack,worming,,3,healthy,alert,normal,,no diarr,,,no,ivermec,,,,healthy,,
Jun,03/06/2017,12:21 PM,03/06/2017 19:12,8.58881904,77.97642818,E-030617122116-86-116,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin ,No,64,stallion,3y to 10y,pack,worming,,3,unhealthy,alert,normal,,no diarr,,,no,ivermec,,,,healthy,,
Jun,03/06/2017,12:21 PM,03/06/2017 19:12,8.58879451,77.97640248,E-030617122148-86-117,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin ,No,64,stallion,3y to 10y,pack,worming,,3,healthy,alert,normal,,no diarr,,,no,ivermec,,,,healthy,,
Jun,03/06/2017,12:22 PM,03/06/2017 19:12,8.58877788,77.97640616,E-030617122215-86-118,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin ,No,64,stallion,3y to 10y,pack,worming,,2,healthy,alert,mild,,no diarr,,,no,ivermec,,,,healthy,,
Jun,03/06/2017,12:22 PM,03/06/2017 19:12,8.58877908,77.97640503,E-030617122243-86-119,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin ,No,64,stallion,3y to 10y,pack,worming,,3,healthy,alert,normal,,no diarr,,,yes lesions,ivermec,D-030617122328-86-167,,,healthy,,
Jun,03/06/2017,12:25 PM,03/06/2017 19:12,8.58904808,77.97634893,E-030617122502-86-120,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin ,No,64,stallion,3y to 10y,pack,worming,,3,healthy,alert,normal,,no diarr,,,no,ivermec,,,,healthy,,
Jun,03/06/2017,12:27 PM,03/06/2017 19:12,8.58945589,77.97595105,E-030617122715-86-121,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin ,No,64,stallion,3y to 10y,pack,worming,,3,healthy,alert,normal,,no diarr,,,no,ivermec,,,,healthy,,
Jun,03/06/2017,12:28 PM,03/06/2017 19:12,8.59038847,77.97557508,E-030617122844-86-122,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin ,No,64,stallion,3y to 10y,pack,worming,,3,healthy,alert,normal,,no diarr,,,no,ivermec,,,,healthy,,
Jun,03/06/2017,12:29 PM,03/06/2017 19:12,8.59073781,77.97572927,E-030617122948-86-123,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin ,No,64,stallion,3y to 10y,pack,worming,,3,healthy,alert,normal,,no diarr,,,no,ivermec,,,,healthy,,
Jun,03/06/2017,12:30 PM,03/06/2017 19:12,8.59243697,77.97632929,E-030617123037-86-124,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin ,No,64,stallion,3y to 10y,pack,worming,,3,healthy,alert,normal,,no diarr,,,yes lesions,ivermec,D-030617123119-86-168,,,healthy,,
Jun,03/06/2017,12:31 PM,03/06/2017 19:12,8.60696129,77.94367217,E-030617123141-86-125,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,65,gelding,3y to 10y,pack,other,study,4,healthy,alert,normal,,no diarr,,,yes lesions,other(na),D-030617125742-86-169,,,healthy,,
Jun,03/06/2017,12:58 PM,03/06/2017 19:12,8.6069512,77.94353142,E-030617125804-86-126,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,65,gelding,3y to 10y,pack,worming,,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,03/06/2017,12:58 PM,03/06/2017 19:12,8.60694826,77.94351911,E-030617125834-86-127,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,65,gelding,3y to 10y,pack,other,study,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,03/06/2017,12:59 PM,03/06/2017 19:12,8.60694182,77.94351202,E-030617125906-86-128,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,65,stallion,3y to 10y,pack,other,study,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,03/06/2017,1:00 PM,03/06/2017 19:12,8.60693693,77.94351202,E-030617130017-86-129,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,65,stallion,3y to 10y,pack,other,study,3,healthy,alert,normal,,no diarr,,,yes lesions,other(na),D-030617130042-86-170,,,healthy,,
Jun,03/06/2017,1:01 PM,03/06/2017 19:12,8.61373266,78.03158377,E-030617130100-86-130,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,66,mare,3y to 10y,pack,other,study,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,03/06/2017,1:37 PM,03/06/2017 19:12,8.61371251,78.0315766,E-030617133747-86-131,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,66,preg mare,6m to 3y,pack,other,study,3,healthy,alert,normal,,no diarr,,,yes lesions,other(na),D-030617133814-86-171,,,healthy,,
Jun,03/06/2017,1:38 PM,03/06/2017 19:12,8.61372174,78.03158604,E-030617133836-86-132,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,66,mare,3y to 10y,pack,other,study,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,03/06/2017,1:39 PM,03/06/2017 19:12,8.61370076,78.03156926,E-030617133911-86-133,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,66,stallion,less than 6m,other,other,study,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,03/06/2017,1:39 PM,03/06/2017 19:12,8.61369144,78.03156816,E-030617133942-86-134,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,66,mare,3y to 10y,pack,other,study,3,unhealthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,03/06/2017,1:40 PM,03/06/2017 19:12,8.61366732,78.03158453,E-030617134017-86-135,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,66,stallion,6m to 3y,pack,other,study,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,03/06/2017,1:40 PM,03/06/2017 19:12,8.61365315,78.03150004,E-030617134047-86-136,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,66,mare,3y to 10y,pack,other,study,3,healthy,alert,normal,,no diarr,,,yes lesions,other(na),D-030617134128-86-172,,,healthy,,
Jun,03/06/2017,1:41 PM,03/06/2017 19:12,8.61366191,78.03152574,E-030617134152-86-137,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,66,mare,3y to 10y,pack,other,study,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,03/06/2017,1:42 PM,03/06/2017 19:12,8.61366303,78.03153406,E-030617134236-86-138,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,66,mare,6m to 3y,pack,other,study,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,03/06/2017,1:43 PM,03/06/2017 19:12,8.61365876,78.03153639,E-030617134301-86-139,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,66,mare,less than 6m,pack,other,study,3,healthy,alert,normal,,no diarr,,,yes lesions,other(na),D-030617134343-86-173,,,healthy,,
Jun,03/06/2017,1:44 PM,03/06/2017 19:12,8.28532858,77.88690515,E-030617134420-86-140,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,67,stallion,3y to 10y,pack,tx,,3,healthy,alert,normal,,no diarr,,,yes lesions,"antibiotic,NSAIDs",D-030617153210-86-174,,moderate,unhealthy,"wounds,lame",
Jun,03/06/2017,3:34 PM,03/06/2017 19:12,8.28533778,77.8869124,E-030617153429-86-141,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,67,stallion,3y to 10y,pack,other,study,3,healthy,alert,normal,,no diarr,,,yes lesions,other(n),"D-030617153454-86-175,D-030617153522-86-176",,,healthy,,
Jun,03/06/2017,3:35 PM,03/06/2017 19:12,8.28533991,77.88691109,E-030617153541-86-142,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,67,stallion,3y to 10y,pack,other,study,3,healthy,alert,normal,,no diarr,,,yes lesions,other(na),D-030617153650-86-177,,,healthy,,
Jun,03/06/2017,3:37 PM,03/06/2017 19:12,8.28534253,77.88691209,E-030617153712-86-143,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,67,stallion,3y to 10y,pack,other,study,3,healthy,alert,normal,,no diarr,,,yes lesions,other(na),D-030617153737-86-178,,,healthy,,
Jun,03/06/2017,3:37 PM,03/06/2017 19:12,8.28534177,77.88690685,E-030617153759-86-144,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,67,stallion,3y to 10y,pack,other,study,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,03/06/2017,3:38 PM,03/06/2017 19:12,8.28534194,77.88690599,E-030617153828-86-145,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,67,stallion,3y to 10y,pack,other,study,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,03/06/2017,3:39 PM,03/06/2017 19:12,8.28534184,77.88690724,E-030617153916-86-146,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,67,stallion,3y to 10y,pack,other,study,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,03/06/2017,3:39 PM,03/06/2017 19:12,8.28534182,77.88690627,E-030617153957-86-147,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,67,stallion,3y to 10y,pack,other,study,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,03/06/2017,3:40 PM,03/06/2017 19:12,8.28534331,77.88690593,E-030617154024-86-148,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,67,stallion,3y to 10y,pack,other,study,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,03/06/2017,3:40 PM,03/06/2017 19:12,8.28534384,77.88690579,E-030617154050-86-149,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,67,stallion,3y to 10y,pack,other,study,3,healthy,depressed,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,03/06/2017,3:41 PM,03/06/2017 19:12,8.28534358,77.88690335,E-030617154120-86-150,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,67,stallion,3y to 10y,pack,other,study,3,unhealthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,03/06/2017,3:41 PM,03/06/2017 19:12,8.2853432,77.88690193,E-030617154150-86-151,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,67,stallion,3y to 10y,pack,other,study,3,healthy,alert,normal,,no diarr,,,no,other(na),,,,healthy,,
Jun,03/06/2017,3:42 PM,03/06/2017 19:12,8.29746216,77.91039934,E-030617154246-86-152,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,68,preg mare,3y to 10y,pack,worming,,3,healthy,alert,normal,,no diarr,,,yes lesions,ivermec,"D-030617153756-86-179,D-030617161236-86-180",,,healthy,,
Jun,03/06/2017,4:12 PM,03/06/2017 19:12,8.29745976,77.91040312,E-030617161257-86-153,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,68,stallion,3y to 10y,pack,worming,,3,unhealthy,alert,normal,,no diarr,,,yes lesions,ivermec,D-030617161402-86-181,,,healthy,,
Jun,03/06/2017,4:14 PM,03/06/2017 19:12,8.2974459,77.91042056,E-030617161427-86-154,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,68,stallion,3y to 10y,pack,worming,,3,healthy,alert,normal,,no diarr,,,yes lesions,ivermec,"D-030617161449-86-182,D-030617161649-86-183,D-030617161709-86-184",,,healthy,,
Jun,03/06/2017,4:18 PM,03/06/2017 19:12,8.29747778,77.91042276,E-030617161810-86-155,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,68,stallion,3y to 10y,pack,worming,,3,healthy,alert,normal,,no diarr,,,yes lesions,ivermec,D-030617161846-86-185,,,healthy,,
Jun,03/06/2017,4:19 PM,03/06/2017 19:12,8.29747217,77.91041305,E-030617161907-86-156,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,68,mare,6m to 3y,pack,worming,,3,unhealthy,alert,normal,,no diarr,,,yes lesions,ivermec,D-030617161931-86-186,,,healthy,,
Jun,03/06/2017,4:19 PM,03/06/2017 19:12,8.29747602,77.91040944,E-030617161951-86-157,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,68,stallion,3y to 10y,pack,"worming,tx",,3,healthy,alert,normal,absent,no diarr,,,yes lesions,other(thuja),D-030617162134-86-187,,,unhealthy,skin_dz,
Jun,03/06/2017,4:24 PM,03/06/2017 19:12,8.29746078,77.91029152,E-030617162429-86-158,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,68,mare,3y to 10y,pack,worming,,3,healthy,alert,normal,,no diarr,,,no,ivermec,,,,healthy,,
Jun,03/06/2017,4:25 PM,03/06/2017 19:12,8.2976969,77.91160584,E-030617162537-86-159,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,68,stallion,3y to 10y,pack,worming,,2,healthy,alert,normal,,no diarr,,,no,ivermec,,,,healthy,,
Jun,03/06/2017,4:25 PM,03/06/2017 19:12,8.29876668,77.91146357,E-030617162559-86-160,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,68,gelding,3y to 10y,pack,worming,,3,healthy,alert,normal,,no diarr,,,no,ivermec,,,,healthy,,
Jun,03/06/2017,4:26 PM,03/06/2017 19:12,8.29948409,77.91149411,E-030617162621-86-161,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,68,mare,6m to 3y,pack,worming,,3,healthy,alert,normal,,no diarr,,,no,ivermec,,,,healthy,,
Jun,03/06/2017,4:26 PM,03/06/2017 19:12,8.30252554,77.91508512,E-030617162646-86-162,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,68,mare,3y to 10y,pack,worming,,3,healthy,alert,normal,,no diarr,,,no,ivermec,,,,healthy,,
Jun,03/06/2017,4:27 PM,03/06/2017 19:12,8.30510471,77.91893627,E-030617162711-86-163,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,tuticorin,No,68,mare,3y to 10y,pack,worming,,3,healthy,alert,normal,,no diarr,,,no,ivermec,,,,healthy,,
Jun,03/06/2017,4:27 PM,08/06/2017 05:08,11.24706534,76.96116605,E-030617162735-86-164,Nilgiris,ITC Donkey Clinics,EmmaRayner,Equine assessment form 2,Donkey,mettupalayam,No,80,mare,3y to 10y,pack,other,study,3,healthy,alert,normal,,no diarr,,,yes lesions,other(na),"D-060617072825-86-189,D-060617072902-86-190",,,healthy,,
