"","Month.Created","Date.Created","Time.Created","Syncing.Date","Latitude","Longitude","ParentCode","AnswerCode","RegionName","ProjectName","UserName","FormName","SpeciesName","WardLocation","GpsDeleted","region","cause","dimensions","severity","status","vet.score","owner.score","vet.initials","lesion.photo","comments","Month.Created.x","Date.Created.x","Time.Created.x","Syncing.Date.x","Latitude.x","Longitude.x","RegionName.x","ProjectName.x","UserName.x","FormName.x","SpeciesName.x","WardLocation.x","GpsDeleted.x","ownerID","gender","age","primary.work.type","working_hours.x","working_days","stress.hours.x","rest.periods","presentation.reason","other.presentation.description","health.issues","other.illness.description","BCS","coat.condition","demenour","hydration.status","ocular.disch.status","nasal.disch.status","vulva.penile.disch","ecto.status","diarrhoea.status","cheek.palp.status","cheek.palp.description","heat.stroke.status","lesion.status","tx.given","Lesion.form","comments.x","lameness.status","lameness.severity","secondary.purpose","health.status","discharge_definition","Month.Created.y","Date.Created.y","Time.Created.y","Syncing.Date.y","Latitude.y","Longitude.y","AnswerCode.y","RegionName.y","ProjectName.y","UserName.y","FormName.y","SpeciesName.y","WardLocation.y","GpsDeleted.y","consent.status","owner_gender","total.donkeys.owned","reason.for.coming","number.vaccs","number.worming","number.castration","sex.donkeys.owned","male.total.owned","female.total.owned","individual.donkey.form.status","individual.form.number","comments.y","owner.village","total.number.owned","owner_age","primary_work_type","secondary_work","working_hours.y","days.per.week.worked","stress.hours.y","rest_period_number"
"57","Apr","27/04/2017","10:49 AM","27/04/2017 17:36",12.28890963,78.03409058,"E-270417104746-86-118","D-270417104911-86-57","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey lesion form","Donkey","krishnagiri","No","4 shoulder","mutilation(branding)","30","mutilation","scar","1 minor","1 minor","a","parentAnimalId_animalId_1493270388974.jpg",NA,"Apr","27/04/2017","10:47 AM","27/04/2017 17:36",12.28890963,78.03409058,"Nilgiris","ITC Donkey Clinics","EmmaRayner","Equine assessment form 1","Donkey","krishnagiri","No","24","stallion","3y to 10y","pack","4h to 8h",2,"no","5","worming","","wounds,lameness","",3,"unhealthy","depressed","mild","yes occ","no nasal","no vulvpen disch","absent","no diarr","cheek norm",NA,"yes heat stroke","yes lesions","antibiotic,NSAIDs,ivermec","D-270417104911-86-57,D-270417104951-86-58,D-270417105030-86-59,D-270417105110-86-60","","yes lame(LH),yes lame(RH)","moderate",NA,NA,NA,"Apr","27/04/2017","10:41 AM","27/04/2017 17:36",12.28895732,78.03393824,"D-270417104134-86-24","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey clinic records 1","Donkey","krishnagiri","No","consent given","male",14,"worming",NA,14,NA,"male",14,NA,"yes",1,NA,"mottur",NA,NA,NA,NA,NA,NA,NA,NA
"58","Apr","27/04/2017","10:49 AM","27/04/2017 17:36",12.28890963,78.03409058,"E-270417104746-86-118","D-270417104951-86-58","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey lesion form","Donkey","krishnagiri","No","7 legs","restraint","6","superficial","granulation","1 minor","1 minor","a","parentAnimalId_animalId_1493270427207.jpg",NA,"Apr","27/04/2017","10:47 AM","27/04/2017 17:36",12.28890963,78.03409058,"Nilgiris","ITC Donkey Clinics","EmmaRayner","Equine assessment form 1","Donkey","krishnagiri","No","24","stallion","3y to 10y","pack","4h to 8h",2,"no","5","worming","","wounds,lameness","",3,"unhealthy","depressed","mild","yes occ","no nasal","no vulvpen disch","absent","no diarr","cheek norm",NA,"yes heat stroke","yes lesions","antibiotic,NSAIDs,ivermec","D-270417104911-86-57,D-270417104951-86-58,D-270417105030-86-59,D-270417105110-86-60","","yes lame(LH),yes lame(RH)","moderate",NA,NA,NA,"Apr","27/04/2017","10:41 AM","27/04/2017 17:36",12.28895732,78.03393824,"D-270417104134-86-24","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey clinic records 1","Donkey","krishnagiri","No","consent given","male",14,"worming",NA,14,NA,"male",14,NA,"yes",1,NA,"mottur",NA,NA,NA,NA,NA,NA,NA,NA
"59","Apr","27/04/2017","10:50 AM","27/04/2017 17:36",12.28890963,78.03409058,"E-270417104746-86-118","D-270417105030-86-59","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey lesion form","Donkey","krishnagiri","No","5 midsection","bite","10","superficial","granulation","1 minor","1 minor","a","parentAnimalId_animalId_1493270468340.jpg",NA,"Apr","27/04/2017","10:47 AM","27/04/2017 17:36",12.28890963,78.03409058,"Nilgiris","ITC Donkey Clinics","EmmaRayner","Equine assessment form 1","Donkey","krishnagiri","No","24","stallion","3y to 10y","pack","4h to 8h",2,"no","5","worming","","wounds,lameness","",3,"unhealthy","depressed","mild","yes occ","no nasal","no vulvpen disch","absent","no diarr","cheek norm",NA,"yes heat stroke","yes lesions","antibiotic,NSAIDs,ivermec","D-270417104911-86-57,D-270417104951-86-58,D-270417105030-86-59,D-270417105110-86-60","","yes lame(LH),yes lame(RH)","moderate",NA,NA,NA,"Apr","27/04/2017","10:41 AM","27/04/2017 17:36",12.28895732,78.03393824,"D-270417104134-86-24","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey clinic records 1","Donkey","krishnagiri","No","consent given","male",14,"worming",NA,14,NA,"male",14,NA,"yes",1,NA,"mottur",NA,NA,NA,NA,NA,NA,NA,NA
"60","Apr","27/04/2017","10:51 AM","27/04/2017 17:36",12.28890963,78.03409058,"E-270417104746-86-118","D-270417105110-86-60","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey lesion form","Donkey","krishnagiri","No","5 midsection","harness","7","superficial","granulation","1 minor","1 minor","a","parentAnimalId_animalId_1493270501353.jpg",NA,"Apr","27/04/2017","10:47 AM","27/04/2017 17:36",12.28890963,78.03409058,"Nilgiris","ITC Donkey Clinics","EmmaRayner","Equine assessment form 1","Donkey","krishnagiri","No","24","stallion","3y to 10y","pack","4h to 8h",2,"no","5","worming","","wounds,lameness","",3,"unhealthy","depressed","mild","yes occ","no nasal","no vulvpen disch","absent","no diarr","cheek norm",NA,"yes heat stroke","yes lesions","antibiotic,NSAIDs,ivermec","D-270417104911-86-57,D-270417104951-86-58,D-270417105030-86-59,D-270417105110-86-60","","yes lame(LH),yes lame(RH)","moderate",NA,NA,NA,"Apr","27/04/2017","10:41 AM","27/04/2017 17:36",12.28895732,78.03393824,"D-270417104134-86-24","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey clinic records 1","Donkey","krishnagiri","No","consent given","male",14,"worming",NA,14,NA,"male",14,NA,"yes",1,NA,"mottur",NA,NA,NA,NA,NA,NA,NA,NA
"61","Apr","27/04/2017","11:39 AM","27/04/2017 17:36",12.30110779,77.98563952,"E-270417113815-86-123","D-270417113954-86-61","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey lesion form","Donkey","krishnagiri","No","7 legs","restraint","5","superficial","scar","1 minor","2 slight concern","a","",NA,"Apr","27/04/2017","11:38 AM","27/04/2017 17:36",12.30110779,77.98563952,"Nilgiris","ITC Donkey Clinics","EmmaRayner","Equine assessment form 1","Donkey","krishnagiri","No","25","gelding","3y to 10y","pack","4h to 8h",4,"no","5","worming","","other","good",3,"healthy","alert","normal","no occ","no nasal","yes vulvpen disch","absent","no diarr","cheek norm",NA,"no heat stroke","yes lesions","ivermec","D-270417113954-86-61","","not lame","",NA,NA,NA,"Apr","27/04/2017","11:02 AM","27/04/2017 17:36",12.30124023,77.98569414,"D-270417110221-86-25","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey clinic records 1","Donkey","krishnagiri","No","consent given","male",5,"worming",NA,5,NA,"male",5,NA,"yes",0,NA,"karakoor",NA,NA,NA,NA,NA,NA,NA,NA
"62","Apr","27/04/2017","11:43 AM","27/04/2017 17:36",12.30176783,77.98279848,"E-270417114137-86-125","D-270417114312-86-62","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey lesion form","Donkey","krishnagiri","No","6 hindquarters","restraint","5","alopecia","scar","1 minor","2 slight concern","a","",NA,"Apr","27/04/2017","11:41 AM","27/04/2017 17:36",12.30176783,77.98279848,"Nilgiris","ITC Donkey Clinics","EmmaRayner","Equine assessment form 1","Donkey","krishnagiri","No","25","stallion","3y to 10y","pack","4h to 8h",4,"no","5","worming","","other","good",3,"healthy","alert","normal","no occ","no nasal","no vulvpen disch","absent","no diarr","cheek norm",NA,"no heat stroke","no","ivermec","D-270417114312-86-62","","not lame","",NA,NA,NA,"Apr","27/04/2017","11:02 AM","27/04/2017 17:36",12.30124023,77.98569414,"D-270417110221-86-25","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey clinic records 1","Donkey","krishnagiri","No","consent given","male",5,"worming",NA,5,NA,"male",5,NA,"yes",0,NA,"karakoor",NA,NA,NA,NA,NA,NA,NA,NA
"63","Apr","27/04/2017","12:56 PM","27/04/2017 17:36",12.3140088,77.94491808,"E-270417130201-86-136","D-270417125625-86-63","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey lesion form","Donkey","krishnagiri","No","6 hindquarters","restraint","4","superficial","granulation","1 minor","1 minor","a","",NA,"Apr","27/04/2017","1:02 PM","27/04/2017 17:36",12.3140088,77.94491808,"Nilgiris","ITC Donkey Clinics","EmmaRayner","Equine assessment form 1","Donkey","krishnagiri","No","27","stallion","3y to 10y","pack","4h to 8h",4,"no","6","worming","","other","good",3,"healthy","alert","normal","no occ","no nasal","no vulvpen disch","absent","no diarr","cheek norm",NA,"no heat stroke","yes lesions","ivermec","D-270417125625-86-63","","not lame","",NA,NA,NA,"Apr","27/04/2017","12:09 PM","27/04/2017 17:36",12.31412718,77.9444759,"D-270417120922-86-27","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey clinic records 1","Donkey","krishnagiri","No","consent given","male",10,"vacc,worming",5,10,NA,"male",10,NA,"yes",0,NA,"karikutanoor",NA,NA,NA,NA,NA,NA,NA,NA
"64","Apr","27/04/2017","1:04 PM","27/04/2017 17:36",12.28869458,78.03418791,"E-270417142959-86-144","D-270417130430-86-64","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey lesion form","Donkey","krishnagiri","No","5 midsection","harness","4","superficial","bleeding","1 minor","1 minor","a","parentAnimalId_animalId_1493283781263.jpg",NA,"Apr","27/04/2017","2:29 PM","27/04/2017 17:36",12.28869458,78.03418791,"Nilgiris","ITC Donkey Clinics","EmmaRayner","Equine assessment form 1","Donkey","krishnagiri","No","28","stallion","3y to 10y","pack","4h to 8h",4,"no","5","worming","","other","good",3,"healthy","alert","normal","no occ","no nasal","no vulvpen disch","absent","no diarr","cheek norm",NA,"no heat stroke","yes lesions","ivermec","D-270417130430-86-64","","not lame","",NA,NA,NA,"Apr","27/04/2017","12:54 PM","27/04/2017 17:36",12.28880999,78.03411401,"D-270417125407-86-28","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey clinic records 1","Donkey","krishnagiri","No","consent given","male",4,"vacc,worming",4,4,NA,"male",4,NA,"yes",0,NA,"palacode",NA,NA,NA,NA,NA,NA,NA,NA
"65","Apr","27/04/2017","2:41 PM","27/04/2017 17:36",12.28886416,78.0341112,"E-270417143929-86-149","D-270417144106-86-65","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey lesion form","Donkey","krishnagiri","No","7 legs","restraint","5","superficial","granulation","1 minor","1 minor","a","parentAnimalId_animalId_1493284311004.jpg",NA,"Apr","27/04/2017","2:39 PM","27/04/2017 17:36",12.28886416,78.0341112,"Nilgiris","ITC Donkey Clinics","EmmaRayner","Equine assessment form 1","Donkey","krishnagiri","No","30","stallion","3y to 10y","pack","4h to 8h",4,"no","5","worming","","other","good",3,"healthy","alert","normal","no occ","no nasal","no vulvpen disch","absent","no diarr","cheek norm",NA,"no heat stroke","yes lesions","ivermec","D-270417144106-86-65","","not lame","",NA,NA,NA,"Apr","27/04/2017","2:18 PM","27/04/2017 17:36",12.28879235,78.03416443,"D-270417141834-86-30","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey clinic records 1","Donkey","krishnagiri","No","consent given","male",6,"worming",NA,6,NA,"male",6,NA,"yes",1,NA,"palacode",NA,NA,NA,NA,NA,NA,NA,NA
"66","Apr","27/04/2017","2:43 PM","27/04/2017 17:36",12.28881316,78.03408548,"E-270417144154-86-150","D-270417144333-86-66","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey lesion form","Donkey","krishnagiri","No","5 midsection","harness","5","alopecia","scar","1 minor","1 minor","a","parentAnimalId_animalId_1493284463092.jpg",NA,"Apr","27/04/2017","2:41 PM","27/04/2017 17:36",12.28881316,78.03408548,"Nilgiris","ITC Donkey Clinics","EmmaRayner","Equine assessment form 1","Donkey","krishnagiri","No","30","stallion","3y to 10y","pack","4h to 8h",4,"no","5","worming","","lameness,skin dz,nutrition","",1,"unhealthy","depressed","mild","no occ","no nasal","no vulvpen disch","absent","no diarr","cheek norm",NA,"yes heat stroke","yes lesions","antibiotic,NSAIDs,ivermec","D-270417144333-86-66","","yes lame(LF)","mild",NA,NA,NA,"Apr","27/04/2017","2:18 PM","27/04/2017 17:36",12.28879235,78.03416443,"D-270417141834-86-30","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey clinic records 1","Donkey","krishnagiri","No","consent given","male",6,"worming",NA,6,NA,"male",6,NA,"yes",1,NA,"palacode",NA,NA,NA,NA,NA,NA,NA,NA
"67","Apr","27/04/2017","2:45 PM","27/04/2017 17:36",12.28885201,78.0340746,"E-270417144426-86-151","D-270417144523-86-67","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey lesion form","Donkey","krishnagiri","No","7 legs","restraint","4","superficial","granulation","1 minor","1 minor","a","",NA,"Apr","27/04/2017","2:44 PM","27/04/2017 17:36",12.28885201,78.0340746,"Nilgiris","ITC Donkey Clinics","EmmaRayner","Equine assessment form 1","Donkey","krishnagiri","No","24","stallion","3y to 10y","pack","4h to 8h",4,"no","5","worming","","wounds","",3,"healthy","alert","normal","no occ","no nasal","no vulvpen disch","absent","no diarr","cheek norm",NA,"no heat stroke","yes lesions","ivermec","D-270417144523-86-67","","not lame","",NA,NA,NA,"Apr","27/04/2017","10:41 AM","27/04/2017 17:36",12.28895732,78.03393824,"D-270417104134-86-24","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey clinic records 1","Donkey","krishnagiri","No","consent given","male",14,"worming",NA,14,NA,"male",14,NA,"yes",1,NA,"mottur",NA,NA,NA,NA,NA,NA,NA,NA
"68","Apr","27/04/2017","3:11 PM","27/04/2017 17:36",12.28884657,78.03410394,"E-270417150959-86-154","D-270417151134-86-68","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey lesion form","Donkey","krishnagiri","No","5 midsection","bite","1","alopecia","scar","1 minor","1 minor","a","parentAnimalId_animalId_1493286147859.jpg",NA,"Apr","27/04/2017","3:09 PM","27/04/2017 17:36",12.28884657,78.03410394,"Nilgiris","ITC Donkey Clinics","EmmaRayner","Equine assessment form 1","Donkey","krishnagiri","No","31","stallion","6m to 3y","pack","4h to 8h",7,"no","6","worming","","other","good",2,"unhealthy","alert","normal","no occ","no nasal","no vulvpen disch","absent","no diarr","cheek norm",NA,"yes heat stroke","yes lesions","ivermec","D-270417151134-86-68","","not lame","",NA,NA,NA,"Apr","27/04/2017","2:19 PM","27/04/2017 17:36",12.28878582,78.03416425,"D-270417141936-86-31","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey clinic records 1","Donkey","krishnagiri","No","consent given","male",5,"worming",NA,5,NA,"male",5,NA,"yes",0,NA,"palacode",NA,NA,NA,NA,NA,NA,NA,NA
"69","Apr","27/04/2017","3:13 PM","27/04/2017 17:36",12.28884175,78.03411589,"E-270417151231-86-155","D-270417151317-86-69","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey lesion form","Donkey","krishnagiri","No","3 neck","mutilation(branding)","1","mutilation","scar","1 minor","1 minor","a","parentAnimalId_animalId_1493286279843.jpg",NA,"Apr","27/04/2017","3:12 PM","27/04/2017 17:36",12.28884175,78.03411589,"Nilgiris","ITC Donkey Clinics","EmmaRayner","Equine assessment form 1","Donkey","krishnagiri","No","31","stallion","3y to 10y","pack","4h to 8h",7,"no","6","worming","","other","good",3,"healthy","alert","normal","no occ","no nasal","no vulvpen disch","absent","no diarr","cheek norm",NA,"yes heat stroke","yes lesions","ivermec","D-270417151317-86-69","","not lame","",NA,NA,NA,"Apr","27/04/2017","2:19 PM","27/04/2017 17:36",12.28878582,78.03416425,"D-270417141936-86-31","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey clinic records 1","Donkey","krishnagiri","No","consent given","male",5,"worming",NA,5,NA,"male",5,NA,"yes",0,NA,"palacode",NA,NA,NA,NA,NA,NA,NA,NA
"70","Apr","27/04/2017","3:16 PM","27/04/2017 17:36",12.28884781,78.03412275,"E-270417151443-86-156","D-270417151609-86-70","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey lesion form","Donkey","krishnagiri","No","6 hindquarters","restraint","5","superficial","granulation","1 minor","2 slight concern","a","parentAnimalId_animalId_1493286401488.jpg",NA,"Apr","27/04/2017","3:14 PM","27/04/2017 17:36",12.28884781,78.03412275,"Nilgiris","ITC Donkey Clinics","EmmaRayner","Equine assessment form 1","Donkey","krishnagiri","No","30","stallion","3y to 10y","pack","4h to 8h",4,"no","5","worming","","wounds","",2,"unhealthy","alert","normal","no occ","no nasal","no vulvpen disch","absent","no diarr","cheek norm",NA,"yes heat stroke","yes lesions","ivermec","D-270417151609-86-70","","not lame","",NA,NA,NA,"Apr","27/04/2017","2:18 PM","27/04/2017 17:36",12.28879235,78.03416443,"D-270417141834-86-30","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey clinic records 1","Donkey","krishnagiri","No","consent given","male",6,"worming",NA,6,NA,"male",6,NA,"yes",1,NA,"palacode",NA,NA,NA,NA,NA,NA,NA,NA
"71","Apr","27/04/2017","3:17 PM","27/04/2017 17:36",12.28883793,78.0341414,"E-270417151645-86-157","D-270417151743-86-71","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey lesion form","Donkey","krishnagiri","No","6 hindquarters","restraint","2","superficial","granulation","1 minor","2 slight concern","a","parentAnimalId_animalId_1493286493624.jpg",NA,"Apr","27/04/2017","3:16 PM","27/04/2017 17:36",12.28883793,78.0341414,"Nilgiris","ITC Donkey Clinics","EmmaRayner","Equine assessment form 1","Donkey","krishnagiri","No","24","stallion","3y to 10y","pack","4h to 8h",4,"no","5","worming","","wounds","",3,"unhealthy","depressed","mild","no occ","no nasal","no vulvpen disch","absent","no diarr","cheek norm",NA,"no heat stroke","yes lesions","ivermec","D-270417151743-86-71,D-270417151817-86-72","","not lame","",NA,NA,NA,"Apr","27/04/2017","10:41 AM","27/04/2017 17:36",12.28895732,78.03393824,"D-270417104134-86-24","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey clinic records 1","Donkey","krishnagiri","No","consent given","male",14,"worming",NA,14,NA,"male",14,NA,"yes",1,NA,"mottur",NA,NA,NA,NA,NA,NA,NA,NA
"72","Apr","27/04/2017","3:18 PM","27/04/2017 17:36",12.28883793,78.0341414,"E-270417151645-86-157","D-270417151817-86-72","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey lesion form","Donkey","krishnagiri","No","5 midsection","harness","4","alopecia","scar","1 minor","1 minor","a","parentAnimalId_animalId_1493286526994.jpg",NA,"Apr","27/04/2017","3:16 PM","27/04/2017 17:36",12.28883793,78.0341414,"Nilgiris","ITC Donkey Clinics","EmmaRayner","Equine assessment form 1","Donkey","krishnagiri","No","24","stallion","3y to 10y","pack","4h to 8h",4,"no","5","worming","","wounds","",3,"unhealthy","depressed","mild","no occ","no nasal","no vulvpen disch","absent","no diarr","cheek norm",NA,"no heat stroke","yes lesions","ivermec","D-270417151743-86-71,D-270417151817-86-72","","not lame","",NA,NA,NA,"Apr","27/04/2017","10:41 AM","27/04/2017 17:36",12.28895732,78.03393824,"D-270417104134-86-24","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey clinic records 1","Donkey","krishnagiri","No","consent given","male",14,"worming",NA,14,NA,"male",14,NA,"yes",1,NA,"mottur",NA,NA,NA,NA,NA,NA,NA,NA
"73","Apr","27/04/2017","3:19 PM","27/04/2017 17:36",12.28884201,78.03419384,"E-270417152035-86-159","D-270417151934-86-73","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey lesion form","Donkey","krishnagiri","No","4 shoulder","mutilation(branding)","20","mutilation","scar","1 minor","1 minor","a","",NA,"Apr","27/04/2017","3:20 PM","27/04/2017 17:36",12.28884201,78.03419384,"Nilgiris","ITC Donkey Clinics","EmmaRayner","Equine assessment form 1","Donkey","krishnagiri","No","24","stallion","3y to 10y","pack","4h to 8h",4,"no","6","worming","","other","good",3,"unhealthy","alert","normal","no occ","no nasal","no vulvpen disch","absent","no diarr","cheek norm",NA,"no heat stroke","yes lesions","ivermec","D-270417151934-86-73","","not lame","",NA,NA,NA,"Apr","27/04/2017","10:41 AM","27/04/2017 17:36",12.28895732,78.03393824,"D-270417104134-86-24","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey clinic records 1","Donkey","krishnagiri","No","consent given","male",14,"worming",NA,14,NA,"male",14,NA,"yes",1,NA,"mottur",NA,NA,NA,NA,NA,NA,NA,NA
"74","Apr","27/04/2017","3:22 PM","27/04/2017 17:36",12.2888701,78.03413132,"E-270417152215-86-160","D-270417152207-86-74","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey lesion form","Donkey","krishnagiri","No","6 hindquarters","restraint","3","superficial","bleeding","1 minor","1 minor","a","parentAnimalId_animalId_1493286895129.jpg",NA,"Apr","27/04/2017","3:22 PM","27/04/2017 17:36",12.2888701,78.03413132,"Nilgiris","ITC Donkey Clinics","EmmaRayner","Equine assessment form 1","Donkey","krishnagiri","No","30","stallion","3y to 10y","pack","4h to 8h",7,"no","5","worming","","wounds","",2,"unhealthy","alert","mild","no occ","no nasal","no vulvpen disch","absent","no diarr","cheek norm",NA,"no heat stroke","yes lesions","ivermec","D-270417152207-86-74","","not lame","",NA,NA,NA,"Apr","27/04/2017","2:18 PM","27/04/2017 17:36",12.28879235,78.03416443,"D-270417141834-86-30","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey clinic records 1","Donkey","krishnagiri","No","consent given","male",6,"worming",NA,6,NA,"male",6,NA,"yes",1,NA,"palacode",NA,NA,NA,NA,NA,NA,NA,NA
"75","Apr","27/04/2017","4:55 PM","27/04/2017 17:36",12.30226452,77.98240665,"E-270417152927-86-162","D-270417165511-86-75","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey lesion form","Donkey","krishnagiri","No","6 hindquarters","mutilation(branding)","30","mutilation","scar","1 minor","1 minor","a","",NA,"Apr","27/04/2017","3:29 PM","27/04/2017 17:36",12.30226452,77.98240665,"Nilgiris","ITC Donkey Clinics","EmmaRayner","Equine assessment form 1","Donkey","krishnagiri","No","32","stallion","3y to 10y","pack","4h to 8h",4,"no","5","worming","","other","good",3,"healthy","alert","normal","no occ","no nasal","no vulvpen disch","absent","no diarr","cheek norm",NA,"no heat stroke","yes lesions","ivermec","D-270417165511-86-75","","not lame","",NA,NA,NA,"Apr","27/04/2017","3:27 PM","27/04/2017 17:36",12.30225278,77.98240641,"D-270417152717-86-33","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey clinic records 1","Donkey","krishnagiri","No","consent given","male",5,"worming",NA,5,NA,"male",5,NA,"yes",0,NA,"karakoor",NA,NA,NA,NA,NA,NA,NA,NA
"76","Apr","27/04/2017","5:21 PM","27/04/2017 17:36",12.25033206,78.00506438,"E-270417170201-86-166","D-270417172135-86-76","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey lesion form","Donkey","krishnagiri","No","6 hindquarters","restraint","4","superficial","granulation","1 minor","1 minor","a","parentAnimalId_animalId_1493293923534.jpg",NA,"Apr","27/04/2017","5:02 PM","27/04/2017 17:36",12.25033206,78.00506438,"Nilgiris","ITC Donkey Clinics","EmmaRayner","Equine assessment form 1","Donkey","krishnagiri","No","33","stallion","3y to 10y","pack","4h to 8h",4,"no","5","vacc,worming","","other","good",3,"healthy","alert","normal","no occ","no nasal","no vulvpen disch","absent","no diarr","cheek norm",NA,"no heat stroke","yes lesions","ivermec","D-270417172135-86-76","","not lame","",NA,NA,NA,"Apr","27/04/2017","4:50 PM","27/04/2017 17:36",12.25037656,78.0050692,"D-270417165059-86-34","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey clinic records 1","Donkey","krishnagiri","No","consent given","male",6,"vacc,worming",6,6,NA,"male",6,NA,"yes",2,NA,"periyoor",NA,NA,NA,NA,NA,NA,NA,NA
"77","Apr","27/04/2017","5:22 PM","27/04/2017 17:36",12.25034718,78.00498935,"E-270417172206-86-167","D-270417172247-86-77","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey lesion form","Donkey","krishnagiri","No","7 legs","restraint","4","superficial","granulation","1 minor","1 minor","a","",NA,"Apr","27/04/2017","5:22 PM","27/04/2017 17:36",12.25034718,78.00498935,"Nilgiris","ITC Donkey Clinics","EmmaRayner","Equine assessment form 1","Donkey","krishnagiri","No","33","stallion","3y to 10y","pack","4h to 8h",4,"no","5","vacc,worming","","other","good",3,"healthy","alert","normal","no occ","no nasal","no vulvpen disch","absent","no diarr","cheek norm",NA,"no heat stroke","yes lesions","ivermec","D-270417172247-86-77","","not lame","",NA,NA,NA,"Apr","27/04/2017","4:50 PM","27/04/2017 17:36",12.25037656,78.0050692,"D-270417165059-86-34","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey clinic records 1","Donkey","krishnagiri","No","consent given","male",6,"vacc,worming",6,6,NA,"male",6,NA,"yes",2,NA,"periyoor",NA,NA,NA,NA,NA,NA,NA,NA
"78","Apr","27/04/2017","5:23 PM","27/04/2017 17:36",12.25027938,78.00506207,"E-270417172309-86-168","D-270417172355-86-78","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey lesion form","Donkey","krishnagiri","No","4 shoulder","mutilation(branding)","40","mutilation","scar","1 minor","1 minor","a","parentAnimalId_animalId_1493294063223.jpg",NA,"Apr","27/04/2017","5:23 PM","27/04/2017 17:36",12.25027938,78.00506207,"Nilgiris","ITC Donkey Clinics","EmmaRayner","Equine assessment form 1","Donkey","krishnagiri","No","33","stallion","3y to 10y","pack","4h to 8h",4,"no","","vacc,worming","","other","good",3,"unhealthy","alert","normal","no occ","no nasal","no vulvpen disch","absent","no diarr","cheek norm",NA,"no heat stroke","yes lesions","ivermec","D-270417172355-86-78,D-270417172425-86-79","","not lame","",NA,NA,NA,"Apr","27/04/2017","4:50 PM","27/04/2017 17:36",12.25037656,78.0050692,"D-270417165059-86-34","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey clinic records 1","Donkey","krishnagiri","No","consent given","male",6,"vacc,worming",6,6,NA,"male",6,NA,"yes",2,NA,"periyoor",NA,NA,NA,NA,NA,NA,NA,NA
